fire_hydrants,種別,管轄署所,住所,緯度,経度,口径,備考
4573,公設消火栓,西分署,福井市文京５丁目１番３号,36.074397727777786,136.20743108888888,100,
4574,公設消火栓,中消防署,福井市文京１丁目２５番１号,36.07961151388889,136.22146808611112,100,
4575,公設消火栓,中消防署,福井市文京２丁目９番１号,36.07791263611111,136.21879154444446,100,
4576,公設消火栓,中消防署,福井市文京１丁目１１番２２号,36.07622910833334,136.2250428722222,100,
4577,公設消火栓,中消防署,福井市文京１丁目１０番３３号,36.076306986111106,136.22268504166667,100,
4578,公設消火栓,中消防署,福井市文京２丁目１４番１１号,36.07875448888889,136.21763070833333,100,
4579,公設消火栓,中消防署,福井市文京１丁目３１番１５号,36.078378683333334,136.22183207777775,150,
4580,公設消火栓,中消防署,福井市文京２丁目１６番８号,36.07934548888889,136.21972936944448,100,
4581,公設消火栓,西分署,福井市文京６丁目２１番５号,36.07622033333333,136.20032717222225,150,
4582,公設消火栓,西分署,福井市文京７丁目９番２４号,36.07585034444445,136.19384286944444,100,
4583,公設消火栓,中消防署,福井市文京１丁目２６番５号,36.07795672222222,136.2213851583333,100,
4584,公設消火栓,西分署,福井市文京７丁目７番２２号,36.07572833333332,136.1971915805556,300,
4585,公設消火栓,西分署,福井市文京７丁目２３番２６号,36.07883091111111,136.19738081111115,200,
4586,公設消火栓,西分署,福井市文京６丁目３４番６号,36.07824199722223,136.19753573055553,100,
4587,公設消火栓,西分署,福井市文京７丁目１８番２８号,36.07731911944444,136.1972906916667,150,
4588,河川,社分署,福井市渕３丁目２０１番,36.044054138888896,136.18514182222225,,
4589,公設消火栓,西安居分遣所,福井市本堂町４９番３号１７,36.05510101111111,136.12674449166664,150,
4590,公設消火栓,西安居分遣所,福井市本堂町６８－１,36.059946472222215,136.1317820611111,100,
4591,公設消火栓,西安居分遣所,福井市本堂町８番２３号,36.058810677777785,136.13503870555556,100,
4592,公設消火栓,西安居分遣所,福井市本堂町５９番４号１,36.05860767777778,136.13368084166666,100,
4593,公設消火栓,南消防署,福井市みのり３丁目２番１８号,36.052331716666664,136.2098554138889,100,
4594,公設消火栓,南消防署,福井市みのり３丁目２番３０号,36.05219570833333,136.2088664777778,100,
4595,公設消火栓,南消防署,福井市みのり２丁目１４番２号,36.052037838888886,136.2130912138889,300,
4596,公設消火栓,南消防署,福井市みのり２丁目３番１号,36.05184891111111,136.21496609722226,100,
4597,公設消火栓,南消防署,福井市みのり１丁目１番１７号,36.05239289166666,136.21691895277777,100,
4598,公設消火栓,南消防署,福井市みのり１丁目２２番１０号,36.05192791666667,136.21558205555556,100,
4599,公設消火栓,南消防署,福井市みのり１丁目２１番１１号,36.050838075,136.21614105833333,100,
4600,公設消火栓,南消防署,福井市みのり１丁目１７番１号,36.049823205555555,136.21610109722224,100,
4601,公設消火栓,南消防署,福井市みのり１丁目６番４号,36.05018218055555,136.2168550388889,100,
4602,公設消火栓,南消防署,福井市みのり１丁目１５番４号,36.049032308333324,136.21607512777774,100,
4603,公設消火栓,臨海消防署,福井市蓑町３番１号,36.12608099166666,136.0591052388889,100,
4604,公設消火栓,臨海消防署,福井市蓑町１０番３号,36.126135983333334,136.0583083027778,100,
4605,公設消火栓,臨海消防署,福井市蓑町９番５４号,36.12678188333333,136.05739334722224,100,
4606,公設消火栓,臨海消防署,福井市蓑町９番８１号,36.12681587777778,136.0561894472222,100,
4607,公設消火栓,社分署,福井市若杉１丁目２３０５番,36.06005232777778,136.19024931666667,100,
4608,公設消火栓,社分署,福井市若杉１丁目２４１０番,36.05915844166666,136.19058524444446,100,
4609,公設消火栓,社分署,福井市若杉１丁目１２０５番,36.05979731111111,136.186777725,100,
4610,公設消火栓,社分署,福井市若杉２丁目９１０番,36.05371710555555,136.19063003055558,200,
4611,公設消火栓,社分署,福井市若杉１丁目１３１０番,36.05942235555555,136.18670572222223,100,
4612,公設消火栓,社分署,福井市若杉１丁目６１６番,36.06026128333333,136.18884149166664,100,
4613,公設消火栓,社分署,福井市若杉１丁目２０６番,36.06159113333332,136.18969144166667,100,
4614,公設消火栓,社分署,福井市若杉１丁目６０１番,36.06077722222223,136.1887825166667,100,
4615,公設消火栓,社分署,福井市若杉１丁目９１７番,36.05961634722223,136.18786058888887,100,
4616,公設防火水槽,社分署,福井市若杉１丁目６０１番,36.06094120555556,136.18917747777778,,
4617,公設防火水槽,社分署,福井市若杉１丁目２５０６番,36.05969437499999,136.19042428333333,,
4618,公設消火栓,社分署,福井市門前２丁目６１２番,36.04804889444444,136.19489260833336,100,
4619,公設消火栓,東消防署,福井市米松１丁目１４番１号,36.067344847222216,136.24001700277776,100,
4620,公設消火栓,東消防署,福井市米松２丁目２４番４５号,36.06738693611111,136.24208890000003,250,
4621,公設消火栓,東消防署,福井市米松２丁目４番１０号,36.06853379722222,136.2417699027778,100,
4622,公設消火栓,東消防署,福井市米松１丁目５番３０号,36.0647781138889,136.23958905555554,200,
4623,公設消火栓,東消防署,福井市米松１丁目１６番２０号,36.06428725277777,136.24171695833334,100,
4624,公設消火栓,東消防署,福井市米松１丁目１５番２５号,36.06597308055556,136.24191992777776,100,
4625,公設消火栓,東消防署,福井市米松２丁目２４番４５号,36.06754792499999,136.2422278916667,100,
4626,公設消火栓,中消防署,福井市灯明寺１丁目４１６番,36.09035701944444,136.21330662222223,100,
4627,公設消火栓,中消防署,福井市灯明寺１丁目２００１番,36.0902959888889,136.21217182777778,150,
4628,公設消火栓,中消防署,福井市灯明寺１丁目２１０１番,36.09084493333333,136.21210686111112,100,
4629,公設消火栓,中消防署,福井市灯明寺１丁目７０８番,36.08974303333333,136.2118068722222,100,
4630,公設消火栓,中消防署,福井市灯明寺１丁目３１１番,36.089502080555555,136.21260071666666,100,
4631,公設消火栓,中消防署,福井市灯明寺１丁目３１９番,36.089666091666665,136.21353655,100,
4632,公設消火栓,中消防署,福井市灯明寺２丁目７１１番１号,36.094579527777775,136.21063724444443,100,
4633,公設防火水槽,中消防署,福井市灯明寺１丁目,36.08961300833334,136.21058409722224,,
4634,公設防火水槽,中消防署,福井市灯明寺２丁目,36.095251524999995,136.21268992777777,,
4635,プール,中消防署,福井市灯明寺１丁目２１０１番,36.09068000277777,136.21380554444448,,
4636,公設消火栓,中消防署,福井市灯明寺３丁目２８０２番,36.0956434638889,136.21178408888886,100,
4637,公設消火栓,中消防署,福井市灯明寺３丁目３７０３番,36.09702935833334,136.21246001944445,100,
4638,公設消火栓,中消防署,福井市灯明寺３丁目１００７番,36.09700444166666,136.21548053333336,250,
4639,公設消火栓,中消防署,福井市灯明寺３丁目２２０２番,36.09640448611112,136.21505558333334,150,
4640,公設消火栓,中消防署,福井市灯明寺３丁目２２０５番,36.095590550000004,136.214611625,150,
4641,公設消火栓,中消防署,福井市灯明寺３丁目２６０５番,36.09522955,136.21348679722223,150,
4642,公設消火栓,中消防署,福井市灯明寺２丁目１００７番,36.09419059166667,136.21149009166666,100,
4643,公設消火栓,中消防署,福井市灯明寺２丁目１２１５番,36.09425461111112,136.2123649472222,100,
4644,公設消火栓,中消防署,福井市灯明寺２丁目１４０５番,36.09403465277777,136.21310081666664,100,
4645,私設防火水槽,社分署,福井市渕上町４３番１７号,36.043590430555554,136.19420185277775,,
4646,公設消火栓,社分署,福井市渕町３１番５０５号,36.04209353333333,136.191291225,100,
4647,公設消火栓,社分署,福井市渕町３１番７０１号,36.04149064722222,136.19273009722224,100,
4648,公設消火栓,社分署,福井市渕町２７番４０５号,36.04065480555555,136.19476591944442,100,
4649,公設消火栓,社分署,福井市渕町４３番５１号２５,36.04034379444444,136.19299911388887,200,
4650,公設消火栓,社分署,福井市渕町２１番４１号,36.039229741666674,136.18652180833334,150,
4651,公設消火栓,社分署,福井市渕町２０番１９号４,36.03911371666666,136.18526393888888,150,
4652,公設消火栓,社分署,福井市渕町４３番２９号,36.04186862777778,136.19369898055558,100,
4653,公設消火栓,社分署,福井市渕町２７番５０３号,36.04113573611111,136.19441593611108,100,
4654,公設消火栓,社分署,福井市渕町６番８号１,36.04716480555556,136.18643263611108,100,
4655,公設消火栓,社分署,福井市渕町６番１８号１,36.047237766666676,136.18518578333334,100,
4656,公設消火栓,社分署,福井市渕町３１－５０８,36.04214955,136.1920711388889,100,
4657,公設消火栓,社分署,福井市渕町１番１号,36.04280745555556,136.19156316944444,100,
4658,公設消火栓,社分署,福井市渕１丁目２３０８番,36.039307911111116,136.19276818055556,100,
4659,公設消火栓,社分署,福井市渕２丁目２２０１番,36.04357433333333,136.19042426388893,100,
4660,公設消火栓,社分署,福井市渕２丁目１９１１番,36.043882275,136.1895933416667,100,
4661,公設消火栓,社分署,福井市渕２丁目１００３番,36.042330449999994,136.18926543055554,100,
4662,公設消火栓,社分署,福井市渕３丁目１３０番,36.04420413888889,136.18583574166664,100,
4663,公設消火栓,社分署,福井市渕１丁目３５０３番,36.03930486944444,136.19125233055559,150,
4664,公設消火栓,臨海消防署,福井市蓑町１６番２号,36.126974816666674,136.06185298333332,200,
4665,公設消火栓,臨海消防署,福井市蓑町１２番７５号,36.12689986666666,136.05990813611115,100,
4666,公設消火栓,臨海消防署,福井市蓑町,36.12713276666667,136.06310487777776,250,
4667,公設消火栓,臨海消防署,福井市糸崎町３番１号,36.125811033333335,136.05918624722224,250,
4668,公設消火栓,臨海消防署,福井市蓑町,36.12922051944445,136.0592220861111,100,
4669,公設消火栓,臨海消防署,福井市蓑町２１番１号,36.123798263888894,136.0637079916667,300,
4670,公設消火栓,東消防署,福井市和田２丁目１４０６番,36.04791409444444,136.24364545555554,100,
4671,公設消火栓,東消防署,福井市和田３丁目９１２番,36.04865205555556,136.24571229444442,100,
4672,公設消火栓,東消防署,福井市和田２丁目２１１番,36.051876611111105,136.24203436388888,100,
4673,公設消火栓,東消防署,福井市和田２丁目８１８番,36.05071874166667,136.24202641944447,100,
4674,公設消火栓,東消防署,福井市和田２丁目８１１番,36.04956086666666,136.24167349722222,100,
4675,公設消火栓,東消防署,福井市和田１丁目６番,36.04955785555555,136.2411595277778,100,
4676,公設消火栓,東消防署,福井市和田１丁目７番１６号,36.05073572777778,136.24148445,100,
4677,公設消火栓,社分署,福井市渡町５１０番,36.06169407499999,136.185982875,100,
4678,公設消火栓,社分署,福井市渡町６１７番,36.06131610277778,136.18445303888888,100,
4679,公設消火栓,社分署,福井市渡町６４８番,36.060733155555546,136.18316918055552,100,
4680,公設消火栓,社分署,福井市渡町７０５番,36.05975527777778,136.18384707500002,100,
4681,公設消火栓,社分署,福井市渡町６７２番,36.06034920833334,136.18400307222225,100,
4682,公設消火栓,西安居分遣所,福井市渡町４０３番,36.06475471388888,136.1861999888889,200,
4683,公設消火栓,東消防署,福井市米松２丁目２４番３５号,36.06951673333332,136.24266184444443,100,
4684,公設消火栓,東消防署,福井市四ツ井１丁目１２番８号,36.06467001388889,136.2369011861111,100,
4685,公設消火栓,東消防署,福井市四ツ井１丁目２０番２２号,36.06675284166667,136.23836409166668,100,
4686,公設消火栓,東消防署,福井市四ツ井１丁目２２番３号,36.06615590555556,136.2383311,100,
4687,公設消火栓,東消防署,福井市四ツ井１丁目２８番２１号,36.06713083888889,136.23927604166667,100,
4688,公設消火栓,東消防署,福井市四ツ井１丁目２２番１２号,36.066291925,136.2390980611111,100,
4689,公設消火栓,東消防署,福井市四ツ井２丁目１１番１３号,36.06823373055556,136.2396060138889,100,
4690,公設消火栓,東消防署,福井市四ツ井１丁目１２番２７号,36.06423405555555,136.23668720277777,100,
4691,公設消火栓,東消防署,福井市四ツ井２丁目１１番５号,36.068180694444436,136.23868405833335,100,
4692,公設消火栓,東消防署,福井市四ツ井２丁目５番１号,36.06814458333333,136.23613118611107,250,
4693,公設消火栓,東消防署,福井市四ツ井１丁目１３番１号,36.06485896388889,136.23620921944442,250,
4694,公設消火栓,東消防署,福井市四ツ井１丁目７番２０号,36.06608083055555,136.2363721972222,250,
4695,公設消火栓,東消防署,福井市御幸１丁目１７番８号,36.05743960000001,136.22922692777777,250,
4696,公設防火水槽,臨海消防署,福井市蓑町９番８１号,36.12684387222222,136.05663340833337,,
4697,公設消火栓,南消防署,福井市みのり１丁目２２番１６号,36.05246286666666,136.21627999166668,250,
4698,公設消火栓,中消防署,福井市灯明寺２丁目９０４番,36.09358262777778,136.21074519444446,100,
4699,公設消火栓,南消防署,福井市つくも２丁目９番１号,36.062763313888894,136.20932849444443,100,
4700,公設消火栓,南消防署,福井市つくも２丁目１８番５号,36.06311123611111,136.2076896611111,100,
4701,公設消火栓,南消防署,福井市つくも１丁目２番８号,36.06095863888889,136.21225320833335,100,
4702,公設防火水槽,南消防署,福井市つくも１丁目４番１４号,36.061680494444445,136.21056135833334,,
4703,公設防火水槽,南消防署,福井市つくも２丁目９番,36.06283330833334,136.20942548611112,,
4704,公設消火栓,西分署,福井市土橋町９番２８号,36.09907588333333,136.1905064305556,100,
4705,公設消火栓,西分署,福井市土橋町１０番３０号,36.10102867222223,136.19053139166667,100,
4706,公設消火栓,西分署,福井市土橋町,36.102049588888896,136.18641264166664,100,
4707,公設消火栓,西安居分遣所,福井市角折町１４番１９号,36.068576238888895,136.181803625,150,
4708,公設消火栓,西安居分遣所,福井市角折町１６番２号,36.069248155555556,136.18031980555557,150,
4709,公設消火栓,西安居分遣所,福井市角折町１７番１８号,36.070251038888884,136.17849502777779,150,
4710,公設消火栓,西安居分遣所,福井市角折町６番１号,36.06616848888889,136.17786997222225,150,
4711,公設消火栓,西安居分遣所,福井市角折町２１番７４号,36.07061499444445,136.1760512861111,100,
4712,公設消火栓,西安居分遣所,福井市角折町１番６１号,36.069698091666666,136.1757982916667,100,
4713,公設消火栓,西安居分遣所,福井市角折町３番１７号,36.068876180555556,136.17543430833334,100,
4714,公設消火栓,西安居分遣所,福井市角折町１番７号,36.069626097222226,136.17490738333333,100,
4715,公設消火栓,西安居分遣所,福井市角折町２１番２３号,36.07067598333333,136.17513238333333,100,
4716,公設消火栓,西安居分遣所,福井市角折町１７番２０号,36.06942112777778,136.17774008055554,150,
4717,河川,清水分署,福井市平尾町１３番４６号,36.036312263888895,136.10874956944446,,
4718,公設消火栓,臨海消防署,福井市深坂町２０番４０号,36.14417913888888,136.11059905833332,350,
4719,公設消火栓,臨海消防署,福井市深坂町１１番３１号,36.14311230277779,136.1115490416667,350,
4720,公設消火栓,臨海消防署,福井市深坂町１５番１１号,36.14260038333334,136.11229601111114,350,
4721,公設消火栓,臨海消防署,福井市深坂町１６番１３号,36.141949483333335,136.11313598333334,350,
4722,公設消火栓,臨海消防署,福井市深坂町,36.140812641666656,136.1135390222222,350,
4723,公設防火水槽,臨海消防署,福井市深坂町２０番２１号,36.14276935277778,136.11186403611111,,
4724,公設消火栓,西分署,福井市深谷町５番７号－８,36.09039603888888,136.18000404166665,150,
4725,公設消火栓,西分署,福井市深谷町１番７号－３,36.09175191944444,136.17980101944445,150,
4726,公設消火栓,西分署,福井市深谷町５番１５号,36.08834923055555,136.17979309999998,150,
4727,公設消火栓,西分署,福井市深谷町１２番２４号,36.08609443333333,136.17996513611112,150,
4728,公設消火栓,清水分署,福井市平尾町１２番３４号,36.03831499722222,136.10863952500003,100,
4729,公設消火栓,清水分署,福井市平尾町１３番４４号,36.03761307777777,136.10795061111114,150,
4730,公設消火栓,東消防署,福井市日之出１丁目１５番３号,36.0631168,136.22625698611108,300,
4731,公設消火栓,東消防署,福井市日之出１丁目１５番,36.063816725,136.22662094722224,300,
4732,公設消火栓,東消防署,福井市日之出１丁目４番１号,36.06298077222222,136.2250540861111,100,
4733,公設消火栓,東消防署,福井市日之出１丁目７番５号,36.064216675,136.22661294444444,100,
4734,公設消火栓,東消防署,福井市日之出１丁目１４番１２号,36.063899738888885,136.2272518972222,100,
4735,公設消火栓,西安居分遣所,福井市渡町３１９番,36.064796725,136.18798579444442,100,
4736,公設消火栓,社分署,福井市渡町７１４番,36.06003323055555,136.1827832111111,100,
4737,公設消火栓,西安居分遣所,福井市渡町４１４番,36.06404880277778,136.1865919138889,100,
4738,公設消火栓,西安居分遣所,福井市渡町１２２番,36.06495772777779,136.1907684972222,100,
4739,公設消火栓,社分署,福井市渡町５１７番,36.06097715277778,136.18537192222223,100,
4740,公設消火栓,社分署,福井市渡町７０６番,36.059656286111114,136.18360410277776,100,
4741,公設消火栓,東消防署,福井市和田２丁目７０３番,36.04946891388888,136.24334240000002,100,
4742,公設防火水槽,西分署,福井市安竹町１５番５３号,36.097670019444436,136.19150039999997,,
4743,公設消火栓,北分署,福井市八重巻町２４番１０号,36.10384286944444,136.2204390111111,150,
4744,公設消火栓,北分署,福井市八重巻町２５番７５号,36.103278941666666,136.22084994722223,100,
4745,公設消火栓,北分署,福井市八重巻町３０１番,36.115543522222225,136.22118591944442,200,
4746,公設消火栓,北分署,福井市八重巻町２０１番,36.11591851666667,136.22265475277777,200,
4747,公設消火栓,北分署,福井市八重巻町１０５番,36.11581858333333,136.22437557499998,200,
4748,公設消火栓,北分署,福井市八重巻町２０１番,36.11546654166667,136.22160287222223,100,
4749,公設消火栓,北分署,福井市八重巻町２０１番,36.115891544444445,136.22343867222222,200,
4750,公設消火栓,北分署,福井市八重巻町３１０番,36.11461660555556,136.22005006666663,100,
4751,公設消火栓,北分署,福井市八重巻町３０４番,36.11475761666666,136.22117493333334,100,
4752,公設消火栓,北分署,福井市八重巻町２０３番,36.11494163055555,136.2225437777778,100,
4753,公設消火栓,社分署,福井市門前２丁目６０１番,36.04841785833333,136.1952515527778,150,
4754,公設消火栓,中消防署,福井市灯明寺３丁目３５１１番,36.09792125277777,136.2115341916667,150,
4755,公設消火栓,中消防署,福井市舟橋新１丁目２３０１番,36.100832011111116,136.21246213333333,100,
4756,公設消火栓,中消防署,福井市舟橋新１丁目１１０８番,36.09912311944444,136.21047939166667,100,
4757,公設消火栓,中消防署,福井市灯明寺３丁目１２０番,36.09734556111111,136.22128561944442,100,
4758,公設消火栓,中消防署,福井市灯明寺３丁目４５１５番,36.09835936111112,136.21738028055555,100,
4759,公設消火栓,中消防署,福井市灯明寺３丁目２１７番,36.09722651111111,136.2189439888889,100,
4760,公設消火栓,中消防署,福井市灯明寺４丁目１８１６番,36.09725030277778,136.21114323611113,250,
4761,公設消火栓,中消防署,福井市灯明寺４丁目４１７番,36.09434551388889,136.20939543888892,100,
4762,公設消火栓,中消防署,福井市灯明寺３丁目２１３番,36.09689554166666,136.21884099166667,100,
4763,公設消火栓,中消防署,福井市灯明寺３丁目４７２６番,36.09745949166667,136.21904398333334,100,
4764,公設消火栓,中消防署,福井市灯明寺３丁目４００３番,36.097648394444434,136.21605546666666,100,
4765,公設防火水槽,中消防署,福井市灯明寺４丁目地係　灯舟ひまわり公園内　南東角,36.09729025555556,136.20952049444443,,
4766,公設防火水槽,中消防署,福井市灯明寺町２番３４号８,36.095784249999994,136.2035072777778,,
4767,公設消火栓,中消防署,福井市灯明寺４丁目２５０３番,36.09687520833334,136.20583596666665,100,
4768,公設消火栓,中消防署,福井市灯明寺４丁目１９０７番,36.097640227777774,136.20959049444446,100,
4769,公設消火栓,中消防署,福井市灯明寺２丁目２１０９番,36.09330175,136.21395563888888,100,
4770,公設消火栓,中消防署,福井市灯明寺２丁目２１１６番,36.093348769444454,136.21476150277775,100,
4771,公設消火栓,中消防署,福井市灯明寺２丁目２１０６番,36.0929158,136.21432255833332,100,
4772,公設防火水槽,北分署,福井市つくし野２丁目,36.117177211111105,136.21655541388887,,
4773,公設防火水槽,北分署,福井市つくし野３丁目,36.117632091666664,136.21394769444447,,
4774,公設消火栓,南消防署,福井市月見２丁目７番１０号,36.04587466944444,136.21410335277776,150,
4775,公設消火栓,南消防署,福井市月見１丁目１３番７号,36.044185922222226,136.21527235,200,
4776,公設消火栓,南消防署,福井市月見１丁目６番２号,36.04691560555555,136.21684415833332,100,
4777,公設消火栓,南消防署,福井市月見１丁目８番１２号,36.045871741666666,136.21680819722224,100,
4778,公設消火栓,南消防署,福井市月見２丁目４番１号,36.04805136388889,136.21327832777777,100,
4779,公設消火栓,南消防署,福井市月見３丁目１番３４号,36.048076316666666,136.21156443055557,100,
4780,公設消火栓,南消防署,福井市月見１丁目２番２９号,36.04628864722223,136.2153282666667,200,
4781,公設消火栓,南消防署,福井市月見１丁目１２番２５号,36.04517179444445,136.21530330833332,200,
4782,公設消火栓,南消防署,福井市月見５丁目３番２５号,36.04791305833333,136.20076211666668,200,
4783,公設消火栓,南消防署,福井市月見２丁目２番１４号,36.048065394444436,136.21443925833336,200,
4784,公設消火栓,南消防署,福井市月見２丁目４番１号,36.04749040555555,136.21199742222225,100,
4785,公設消火栓,南消防署,福井市月見３丁目６番２８号,36.04758537222222,136.21121646666666,100,
4786,公設消火栓,南消防署,福井市月見３丁目５番８号,36.046926436111114,136.2103695333333,100,
4787,公設消火栓,南消防署,福井市月見３丁目４番３６号,36.04760731111111,136.2090305972222,100,
4788,公設消火栓,南消防署,福井市月見３丁目１０番２１号,36.04623550000001,136.20931161666664,100,
4789,公設消火栓,南消防署,福井市月見４丁目７番６号,36.04707135555556,136.20797868055556,100,
4790,公設消火栓,足羽分遣所,福井市東郷中島町３番１号,36.02542818611111,136.25787176944445,100,
4791,公設消火栓,足羽分遣所,福井市東郷二ヶ町６番５号１,36.01887635,136.26545141666668,150,
4792,公設消火栓,足羽分遣所,福井市東郷二ヶ町４番１１号,36.01808149722222,136.26662831944446,100,
4793,河川,西分署,福井市照手４丁目４番１９号　光明寺用水,36.06698569722223,136.20654790555554,,
4794,河川,西分署,福井市照手３丁目６番１５号　光明寺用水,36.06736069444444,136.20907863888888,,
4795,公設消火栓,東消防署,福井市殿下町４５番６１号,36.05941845,136.2599410111111,150,
4796,公設消火栓,東消防署,福井市殿下町４２番３４号,36.05949954444444,136.26230483611116,150,
4797,公設消火栓,東消防署,福井市殿下町３５番１７号,36.06021855555556,136.26390469444445,150,
4798,公設消火栓,東消防署,福井市殿下町３３番８号,36.061049524999994,136.26474660277782,150,
4799,公設消火栓,東消防署,福井市殿下町４２番５３号,36.06057947499999,136.26270776944443,100,
4800,公設消火栓,東消防署,福井市殿下町３６番５号,36.06146344444444,136.26367466944444,100,
4801,公設消火栓,東消防署,福井市殿下町３７番８１号,36.062124427777775,136.26446859166666,100,
4802,公設消火栓,東消防署,福井市殿下町３４番３２号,36.06033558333333,136.26477962500002,100,
4803,公設消火栓,東消防署,福井市殿下町４３番３４号,36.059393491666675,136.26083294722218,150,
4804,公設消火栓,東消防署,福井市殿下町３６番７号,36.06129643333334,136.26307971944445,100,
4805,公設消火栓,東消防署,福井市殿下町３３番２４号,36.06229946944444,136.26567449444445,100,
4806,公設消火栓,東消防署,福井市殿下町３５番５４号,36.06019950555555,136.2627217833333,100,
4807,公設消火栓,社分署,福井市門前２丁目１２１３番,36.04892579722222,136.19540951388888,200,
4808,公設消火栓,社分署,福井市門前２丁目４０７番,36.04982366944445,136.19472356666668,200,
4809,公設消火栓,社分署,福井市門前２丁目３０９番,36.05028957777778,136.19308775833335,100,
4810,公設消火栓,社分署,福井市門前２丁目５０１番,36.04966767222223,136.19394866944447,100,
4811,公設消火栓,社分署,福井市門前２丁目６０１番,36.048337880555565,136.1957954888889,200,
4812,公設消火栓,社分署,福井市門前１丁目１３１２番,36.04770996944443,136.19619546666664,100,
4813,公設消火栓,社分署,福井市門前２丁目１０１６番,36.047609902777786,136.19287086666665,100,
4814,公設消火栓,社分署,福井市門前２丁目１３０６番,36.048534808333336,136.19372373333331,100,
4815,公設消火栓,臨海消防署,福井市和布町１１番３７号,36.13024222777778,136.06643549166665,200,
4816,公設消火栓,東消防署,福井市城東４丁目２番１８号,36.057974702777784,136.23451350555555,100,
4817,公設消火栓,東消防署,福井市御幸４丁目１５番,36.05446026944444,136.2400373638889,200,
4818,公設消火栓,東消防署,福井市御幸４丁目１７番２３号,36.055985099999994,136.23998130555555,200,
4819,公設消火栓,東消防署,福井市御幸２丁目１１番１１号,36.057281700000004,136.2318457388889,100,
4820,公設消火栓,東消防署,福井市御幸２丁目１７番１７号,36.05546793888889,136.23259576388887,100,
4821,公設消火栓,東消防署,福井市御幸２丁目１６番１８号,36.05597887777778,136.2325877416667,100,
4822,公設消火栓,東消防署,福井市御幸２丁目１９番２２号,36.05592091666667,136.23363466944443,100,
4823,公設消火栓,東消防署,福井市御幸２丁目２１番２８号,36.05679881388889,136.23363462777775,100,
4824,公設消火栓,東消防署,福井市御幸３丁目２番１３号,36.05553498333333,136.23433163611108,250,
4825,公設消火栓,東消防署,福井市手寄１丁目４番１号,36.06090297777778,136.2233852611111,150,
4826,公設消火栓,東消防署,福井市手寄１丁目,36.059253130555554,136.22161545,100,
4827,公設消火栓,東消防署,福井市手寄１丁目９－５,36.05937514722223,136.2226713638889,200,
4828,公設消火栓,東消防署,福井市手寄１丁目７番５号,36.05994007777778,136.2227733388889,100,
4829,公設消火栓,東消防署,福井市手寄１丁目７番５号,36.05978110555556,136.22294233055553,100,
4830,公設消火栓,東消防署,福井市手寄１丁目７－２１,36.05983707777777,136.22232937777778,200,
4831,公設消火栓,東消防署,福井市手寄１丁目５番,36.06044501666667,136.22281831944446,200,
4832,公設消火栓,東消防署,福井市手寄１丁目１４番,36.06097500277779,136.2244071777778,100,
4833,公設消火栓,東消防署,福井市手寄１丁目１２番２３号,36.05990911111111,136.2235742777778,100,
4834,公設消火栓,東消防署,福井市手寄１丁目２０番１号,36.060300069444445,136.22386824166668,100,
4835,公設防火水槽,東消防署,福井市手寄２丁目２番５号,36.05973926666667,136.22760996388885,,
4836,公設防火水槽,東消防署,福井市手寄１丁目２０番,36.06007009722223,136.22377125555553,,
4837,公設防火水槽,東消防署,福井市手寄１丁目１０番２３号,36.05877823611112,136.22300435555556,,
4838,公設防火水槽,東消防署,福井市手寄２丁目８番１号,36.059064280555546,136.22550215277775,,
4839,プール,東消防署,福井市手寄２丁目２番５号,36.05977328888889,136.22841790000004,,
4840,受水槽,東消防署,福井市手寄２丁目１－５,36.060348152777784,136.22646803333333,,
4841,公設消火栓,中消防署,福井市寺前町６番１９号,36.10062688055555,136.23701410555552,100,
4842,公設消火栓,南消防署,福井市月見４丁目９番１号,36.04696831944444,136.20610580555558,100,
4843,公設消火栓,南消防署,福井市月見４丁目２番,36.048131158333334,136.20572179166666,100,
4844,公設防火水槽,中消防署,福井市中央１丁目４番１８号,36.06237267777778,136.21990453333336,,
4845,公設防火水槽,中消防署,福井市中央２丁目７番１号,36.059398027777775,136.21870268611107,,
4846,公設消火栓,中消防署,福井市灯明寺２丁目２１１２番,36.093398755555555,136.21446455555554,100,
4847,公設消火栓,中消防署,福井市灯明寺２丁目２２１８番,36.093957724999996,136.21528044722223,100,
4848,公設消火栓,中消防署,福井市灯明寺３丁目９０６番,36.096420513888894,136.2161644027778,100,
4849,公設消火栓,中消防署,福井市灯明寺３丁目３３１番,36.09618261666666,136.21895294444442,100,
4850,公設消火栓,中消防署,福井市灯明寺４丁目１６３１番,36.09651232499999,136.20960046388888,100,
4851,公設消火栓,中消防署,福井市灯明寺４丁目１７０６番,36.097115255555565,136.20881258333335,100,
4852,公設消火栓,中消防署,福井市舟橋新２丁目４０６番,36.09716814166667,136.20417618611108,100,
4853,公設消火栓,中消防署,福井市舟橋新２丁目６０３番,36.097042127777776,136.203097325,100,
4854,公設消火栓,中消防署,福井市灯明寺３丁目３０２番,36.09598265833333,136.21980479722222,150,
4855,公設消火栓,中消防署,福井市灯明寺４丁目２２０５番,36.09713721666666,136.2072517861111,100,
4856,公設消火栓,中消防署,福井市灯明寺４丁目２２１２番,36.097678180555555,136.2077067361111,100,
4857,公設消火栓,中消防署,福井市灯明寺３丁目２０５番,36.096519594444445,136.21937788888889,100,
4858,公設消火栓,中消防署,福井市灯明寺３丁目３９０２番,36.09737040555556,136.2154115583333,100,
